post_id;is_featured;score;created_at_day;created_at_daytime;hunter_id;hunter_followers;hunter_has_twitter;hunter_has_website;maker_id;maker_followers;maker_has_twitter;maker_has_website
112580;True;442;2018-09-10;2017-11-03 03:02:00;2;52679;True;False;1069083;196;True;True
112580;True;442;2018-09-10;2017-11-03 03:02:00;2;52679;True;False;1069083;196;True;True
131680;True;271;2018-07-27;2018-07-27 01:00:00;2;52679;True;False;548;3644;True;True
131680;True;271;2018-07-27;2018-07-27 01:00:00;2;52679;True;False;548;3644;True;True
140887;True;358;2018-12-08;2018-12-08 04:00:00;2;52679;True;False;583176;898;True;True
140887;True;358;2018-12-08;2018-12-08 04:00:00;2;52679;True;False;583176;898;True;True
132489;True;265;2018-08-07;2018-08-07 04:36:04;20;4794;True;True;2441;379;True;True
132489;True;265;2018-08-07;2018-08-07 04:36:04;20;4794;True;True;2441;379;True;True
130934;True;403;2018-07-17;2018-07-17 00:30:00;23;39196;True;True;1231875;65;True;True
130934;True;403;2018-07-17;2018-07-17 00:30:00;23;39196;True;True;1231875;65;True;True
131976;True;458;2018-07-31;2018-07-31 00:55:00;23;39196;True;True;416772;475;True;False
131976;True;458;2018-07-31;2018-07-31 00:55:00;23;39196;True;True;416772;475;True;False
145147;True;1330;2019-02-18;2019-02-18 00:02:00;23;39196;True;True;1556901;4;False;False
145147;True;1330;2019-02-18;2019-02-18 00:02:00;23;39196;True;True;1556901;4;False;False
131563;True;54;2018-07-24;2018-07-24 07:01:04;58;8019;True;True;536925;68;False;True
131563;True;54;2018-07-24;2018-07-24 07:01:04;58;8019;True;True;536925;68;False;True
131825;True;1357;2018-08-01;2018-08-01 00:37:00;58;8019;True;True;1774;387;True;True
131825;True;1357;2018-08-01;2018-08-01 00:37:00;58;8019;True;True;1774;387;True;True
143739;True;240;2019-01-28;2019-01-28 07:36:33;60;692;True;True;61816;1620;True;True
143739;True;240;2019-01-28;2019-01-28 07:36:33;60;692;True;True;61816;1620;True;True
129846;True;54;2018-06-28;2018-06-28 03:47:44;79;6768;True;True;1285323;10;True;False
129846;True;54;2018-06-28;2018-06-28 03:47:44;79;6768;True;True;1285323;10;True;False
130134;True;171;2018-07-03;2018-07-03 03:07:34;79;6768;True;True;639287;26;True;True
130134;True;171;2018-07-03;2018-07-03 03:07:34;79;6768;True;True;639287;26;True;True
130453;True;297;2018-07-09;2018-07-09 00:06:01;79;6768;True;True;639224;71;True;True
130453;True;297;2018-07-09;2018-07-09 00:06:01;79;6768;True;True;639224;71;True;True
131327;True;70;2018-07-20;2018-07-20 02:57:16;79;6768;True;True;11983;119;True;True
131327;True;70;2018-07-20;2018-07-20 02:57:16;79;6768;True;True;11983;119;True;True
131727;True;986;2018-07-26;2018-07-26 05:38:48;79;6768;True;True;1363848;1;True;True
131727;True;986;2018-07-26;2018-07-26 05:38:48;79;6768;True;True;1363848;1;True;True
132112;True;103;2018-08-01;2018-08-01 01:34:48;79;6768;True;True;259588;51;True;True
132112;True;103;2018-08-01;2018-08-01 01:34:48;79;6768;True;True;259588;51;True;True
132556;True;457;2018-08-08;2018-08-08 00:45:06;79;6768;True;True;152313;165;True;True
132556;True;457;2018-08-08;2018-08-08 00:45:06;79;6768;True;True;152313;165;True;True
132633;True;67;2018-08-09;2018-08-09 01:30:34;79;6768;True;True;161254;282;True;True
132633;True;67;2018-08-09;2018-08-09 01:30:34;79;6768;True;True;161254;282;True;True
133106;True;444;2018-08-17;2018-08-17 01:54:05;79;6768;True;True;968291;2;True;False
133106;True;444;2018-08-17;2018-08-17 01:54:05;79;6768;True;True;968291;2;True;False
133341;True;123;2018-08-21;2018-08-21 04:04:39;79;6768;True;True;39520;100;True;True
133341;True;123;2018-08-21;2018-08-21 04:04:39;79;6768;True;True;39520;100;True;True
133427;True;426;2018-08-22;2018-08-22 01:07:36;79;6768;True;True;277256;168;True;True
133427;True;426;2018-08-22;2018-08-22 01:07:36;79;6768;True;True;277256;168;True;True
133844;True;40;2018-08-29;2018-08-29 03:08:20;79;6768;True;True;875930;9;True;False
133844;True;40;2018-08-29;2018-08-29 03:08:20;79;6768;True;True;875930;9;True;False
134026;True;34;2018-09-01;2018-09-01 03:31:55;79;6768;True;True;551110;29;False;False
134026;True;34;2018-09-01;2018-09-01 03:31:55;79;6768;True;True;551110;29;False;False
134356;False;30;2018-09-06;2018-09-06 03:08:38;79;6768;True;True;118011;323;True;False
134356;False;30;2018-09-06;2018-09-06 03:08:38;79;6768;True;True;118011;323;True;False
134428;True;69;2018-09-07;2018-09-07 01:29:15;79;6768;True;True;1285323;10;True;False
134428;True;69;2018-09-07;2018-09-07 01:29:15;79;6768;True;True;1285323;10;True;False
134537;True;465;2018-09-10;2018-09-10 01:19:09;79;6768;True;True;20953;265;True;True
134537;True;465;2018-09-10;2018-09-10 01:19:09;79;6768;True;True;20953;265;True;True
135411;True;404;2018-09-21;2018-09-21 00:26:04;79;6768;True;True;117078;17;True;True
135411;True;404;2018-09-21;2018-09-21 00:26:04;79;6768;True;True;117078;17;True;True
135962;True;486;2018-09-28;2018-09-28 05:01:33;79;6768;True;True;1363909;3;False;False
135962;True;486;2018-09-28;2018-09-28 05:01:33;79;6768;True;True;1363909;3;False;False
136052;True;365;2018-09-30;2018-09-30 06:45:24;79;6768;True;True;968291;2;True;False
136052;True;365;2018-09-30;2018-09-30 06:45:24;79;6768;True;True;968291;2;True;False
137033;True;686;2018-10-15;2018-10-15 02:40:26;79;6768;True;True;1463236;4;True;False
137033;True;686;2018-10-15;2018-10-15 02:40:26;79;6768;True;True;1463236;4;True;False
138413;True;232;2018-11-03;2018-11-03 03:59:29;79;6768;True;True;512044;5;True;False
138413;True;232;2018-11-03;2018-11-03 03:59:29;79;6768;True;True;512044;5;True;False
138673;True;339;2018-11-07;2018-11-07 03:47:31;79;6768;True;True;1020089;13;False;False
138673;True;339;2018-11-07;2018-11-07 03:47:31;79;6768;True;True;1020089;13;False;False
143345;True;391;2019-01-22;2019-01-22 00:44:34;79;6768;True;True;294949;64;True;False
143345;True;391;2019-01-22;2019-01-22 00:44:34;79;6768;True;True;294949;64;True;False
144071;True;398;2019-02-01;2019-02-01 03:08:49;79;6768;True;True;873440;117;True;False
144071;True;398;2019-02-01;2019-02-01 03:08:49;79;6768;True;True;873440;117;True;False
151223;True;622;2019-04-12;2019-04-12 00:31:03;79;6768;True;True;253580;140;True;True
151223;True;622;2019-04-12;2019-04-12 00:31:03;79;6768;True;True;253580;140;True;True
151294;True;258;2019-04-13;2019-04-13 01:19:16;79;6768;True;True;1783197;0;True;False
151294;True;258;2019-04-13;2019-04-13 01:19:16;79;6768;True;True;1783197;0;True;False
134104;True;287;2018-09-03;2018-09-03 00:30:53;187;1354;True;False;934197;71;False;False
134104;True;287;2018-09-03;2018-09-03 00:30:53;187;1354;True;False;934197;71;False;False
157679;True;813;2019-06-06;2019-06-06 00:00:00;187;1354;True;False;996772;11;True;True
157679;True;813;2019-06-06;2019-06-06 00:00:00;187;1354;True;False;996772;11;True;True
129779;True;123;2018-06-27;2018-06-27 07:05:37;270;517;True;True;1334777;2;True;False
129779;True;123;2018-06-27;2018-06-27 07:05:37;270;517;True;True;1334777;2;True;False
136043;True;152;2018-09-30;2018-09-30 01:31:07;341;6891;True;True;232863;528;True;False
136043;True;152;2018-09-30;2018-09-30 01:31:07;341;6891;True;True;232863;528;True;False
133021;True;48;2018-08-16;2018-08-16 00:42:34;364;1735;True;True;873980;42;False;False
133021;True;48;2018-08-16;2018-08-16 00:42:34;364;1735;True;True;873980;42;False;False
129668;False;4;2018-06-26;2018-06-26 00:54:00;471;508;True;True;1268;435;True;True
129668;False;4;2018-06-26;2018-06-26 00:54:00;471;508;True;True;1268;435;True;True
133000;True;46;2018-08-16;2018-08-16 00:00:00;582;633;True;True;1102736;358;True;True
133000;True;46;2018-08-16;2018-08-16 00:00:00;582;633;True;True;1102736;358;True;True
136843;True;919;2018-10-11;2018-10-11 03:57:53;655;1971;True;True;526;1484;True;True
136843;True;919;2018-10-11;2018-10-11 03:57:53;655;1971;True;True;526;1484;True;True
130061;False;9;2018-07-02;2018-07-02 07:34:14;687;1872;True;True;96939;11484;True;True
130061;False;9;2018-07-02;2018-07-02 07:34:14;687;1872;True;True;96939;11484;True;True
131470;True;21;2018-07-23;2018-07-23 04:39:18;687;1872;True;True;1360050;1;True;True
131470;True;21;2018-07-23;2018-07-23 04:39:18;687;1872;True;True;1360050;1;True;True
141626;True;273;2018-12-25;2018-12-25 00:00:00;687;1872;True;True;267980;178;True;True
141626;True;273;2018-12-25;2018-12-25 00:00:00;687;1872;True;True;267980;178;True;True
135215;True;51;2018-09-19;2018-09-19 00:00:50;827;7594;True;True;91219;408;True;True
135215;True;51;2018-09-19;2018-09-19 00:00:50;827;7594;True;True;91219;408;True;True
142460;True;466;2019-01-08;2019-01-08 01:11:57;827;7594;True;True;47774;299;True;False
142460;True;466;2019-01-08;2019-01-08 01:11:57;827;7594;True;True;47774;299;True;False
130696;True;51;2018-07-12;2018-07-12 06:00:00;833;3006;True;True;123094;136;True;True
130696;True;51;2018-07-12;2018-07-12 06:00:00;833;3006;True;True;123094;136;True;True
140006;True;182;2018-11-25;2018-11-25 09:31:32;842;3718;True;True;23956;51;True;True
140006;True;182;2018-11-25;2018-11-25 09:31:32;842;3718;True;True;23956;51;True;True
134728;True;25;2018-09-12;2018-09-12 07:37:43;851;1556;True;True;1425458;3;False;False
134728;True;25;2018-09-12;2018-09-12 07:37:43;851;1556;True;True;1425458;3;False;False
134936;True;99;2018-09-14;2018-09-15 00:00:00;851;1556;True;True;1427924;0;True;False
134936;True;99;2018-09-14;2018-09-15 00:00:00;851;1556;True;True;1427924;0;True;False
135570;True;677;2018-09-24;2018-09-25 00:01:00;851;1556;True;True;489416;270;True;True
135570;True;677;2018-09-24;2018-09-25 00:01:00;851;1556;True;True;489416;270;True;True
138894;True;133;2018-11-10;2018-11-10 04:30:00;862;2861;True;True;180469;251;True;True
138894;True;133;2018-11-10;2018-11-10 04:30:00;862;2861;True;True;180469;251;True;True
136022;True;382;2018-10-01;2018-10-01 00:00:00;946;9933;True;True;477852;73;False;True
136022;True;382;2018-10-01;2018-10-01 00:00:00;946;9933;True;True;477852;73;False;True
132952;True;218;2018-08-15;2018-08-15 00:00:04;962;5680;True;True;294949;64;True;False
132952;True;218;2018-08-15;2018-08-15 00:00:04;962;5680;True;True;294949;64;True;False
133038;True;345;2018-08-16;2018-08-16 03:03:58;962;5680;True;True;1389348;29;False;False
133038;True;345;2018-08-16;2018-08-16 03:03:58;962;5680;True;True;1389348;29;False;False
134208;True;25;2018-09-04;2018-09-04 09:27:32;962;5680;True;True;502989;6;True;False
134208;True;25;2018-09-04;2018-09-04 09:27:32;962;5680;True;True;502989;6;True;False
134526;True;81;2018-09-10;2018-09-10 00:02:45;962;5680;True;True;881759;74;True;False
134526;True;81;2018-09-10;2018-09-10 00:02:45;962;5680;True;True;881759;74;True;False
136342;True;159;2018-10-04;2018-10-04 00:14:35;962;5680;True;True;298250;21;True;False
136342;True;159;2018-10-04;2018-10-04 00:14:35;962;5680;True;True;298250;21;True;False
139627;True;802;2018-11-20;2018-11-20 00:00:19;962;5680;True;True;294949;64;True;False
139627;True;802;2018-11-20;2018-11-20 00:00:19;962;5680;True;True;294949;64;True;False
135563;True;65;2018-09-25;2018-09-25 00:05:00;1195;311;True;True;1196;124;True;False
135563;True;65;2018-09-25;2018-09-25 00:05:00;1195;311;True;True;1196;124;True;False
132641;True;110;2018-08-09;2018-08-09 03:06:51;1257;3835;True;True;300201;236;True;True
132641;True;110;2018-08-09;2018-08-09 03:06:51;1257;3835;True;True;300201;236;True;True
137978;False;8;2018-10-28;2018-10-28 10:37:19;1284;105;True;True;519986;74;False;False
137978;False;8;2018-10-28;2018-10-28 10:37:19;1284;105;True;True;519986;74;False;False
131833;True;84;2018-07-30;2018-07-30 00:01:00;1368;5119;True;False;953641;65;False;False
131833;True;84;2018-07-30;2018-07-30 00:01:00;1368;5119;True;False;953641;65;False;False
141018;True;684;2018-12-18;2018-12-18 00:00:00;1368;5119;True;False;818799;149;True;True
141018;True;684;2018-12-18;2018-12-18 00:00:00;1368;5119;True;False;818799;149;True;True
134157;True;85;2018-09-04;2018-09-04 00:52:46;1565;1903;True;True;1402741;5;True;False
134157;True;85;2018-09-04;2018-09-04 00:52:46;1565;1903;True;True;1402741;5;True;False
135037;True;89;2018-09-17;2018-09-17 00:53:16;1565;1903;True;True;1158453;2;True;True
135037;True;89;2018-09-17;2018-09-17 00:53:16;1565;1903;True;True;1158453;2;True;True
131061;True;752;2018-07-17;2018-07-17 00:02:41;1880;4720;True;True;3248;801;True;True
131061;True;752;2018-07-17;2018-07-17 00:02:41;1880;4720;True;True;3248;801;True;True
135481;True;64;2018-09-23;2018-09-23 00:01:48;1880;4720;True;True;279049;31;True;True
135481;True;64;2018-09-23;2018-09-23 00:01:48;1880;4720;True;True;279049;31;True;True
136548;True;1804;2018-10-08;2018-10-08 00:37:26;1880;4720;True;True;39911;24668;True;True
136548;True;1804;2018-10-08;2018-10-08 00:37:26;1880;4720;True;True;39911;24668;True;True
138739;True;1202;2018-11-08;2018-11-08 00:02:19;1880;4720;True;True;3248;801;True;True
138739;True;1202;2018-11-08;2018-11-08 00:02:19;1880;4720;True;True;3248;801;True;True
140100;True;774;2018-11-27;2018-11-27 00:03:49;1880;4720;True;True;14870;229;True;True
140100;True;774;2018-11-27;2018-11-27 00:03:49;1880;4720;True;True;14870;229;True;True
140945;True;397;2018-12-09;2018-12-09 00:03:49;1880;4720;True;True;25567;382;True;True
140945;True;397;2018-12-09;2018-12-09 00:03:49;1880;4720;True;True;25567;382;True;True
151677;True;1263;2019-04-17;2019-04-17 01:03:03;1880;4720;True;True;39911;24668;True;True
151677;True;1263;2019-04-17;2019-04-17 01:03:03;1880;4720;True;True;39911;24668;True;True
136440;True;126;2018-10-05;2018-10-05 04:24:16;2081;9091;True;True;492001;118;True;True
136440;True;126;2018-10-05;2018-10-05 04:24:16;2081;9091;True;True;492001;118;True;True
142915;True;750;2019-01-15;2019-01-15 02:13:53;2081;9091;True;True;1324260;14;True;True
142915;True;750;2019-01-15;2019-01-15 02:13:53;2081;9091;True;True;1324260;14;True;True
155100;True;411;2019-05-13;2019-05-13 05:28:54;2081;9091;True;True;445674;36;True;True
155100;True;411;2019-05-13;2019-05-13 05:28:54;2081;9091;True;True;445674;36;True;True
139611;True;1469;2018-11-20;2018-11-20 00:00:00;2287;12088;True;True;383460;222;True;False
139611;True;1469;2018-11-20;2018-11-20 00:00:00;2287;12088;True;True;383460;222;True;False
153575;True;491;2019-05-08;2019-05-08 00:00:00;2287;12088;True;True;1726206;15;True;False
153575;True;491;2019-05-08;2019-05-08 00:00:00;2287;12088;True;True;1726206;15;True;False
131311;True;70;2018-07-20;2018-07-20 00:00:43;2381;426;True;True;5063;42;True;False
131311;True;70;2018-07-20;2018-07-20 00:00:43;2381;426;True;True;5063;42;True;False
131715;True;318;2018-07-26;2018-07-26 04:19:50;2425;354;True;True;293395;305;True;True
131715;True;318;2018-07-26;2018-07-26 04:19:50;2425;354;True;True;293395;305;True;True
131360;True;87;2018-07-20;2018-07-21 00:00:38;2480;523;True;True;1357261;2;True;False
131360;True;87;2018-07-20;2018-07-21 00:00:38;2480;523;True;True;1357261;2;True;False
138877;True;61;2018-11-10;2018-11-10 00:00:00;2480;523;True;True;1357261;2;True;False
138877;True;61;2018-11-10;2018-11-10 00:00:00;2480;523;True;True;1357261;2;True;False
131044;True;34;2018-07-17;2018-07-17 00:01:00;2514;1187;True;True;371672;175;True;True
131044;True;34;2018-07-17;2018-07-17 00:01:00;2514;1187;True;True;371672;175;True;True
131218;True;31;2018-07-19;2018-07-19 00:01:00;2514;1187;True;True;639537;85;True;False
131218;True;31;2018-07-19;2018-07-19 00:01:00;2514;1187;True;True;639537;85;True;False
132925;True;30;2018-08-14;2018-08-15 00:00:00;2596;162;True;True;93946;322;True;True
132925;True;30;2018-08-14;2018-08-15 00:00:00;2596;162;True;True;93946;322;True;True
130068;True;44;2018-07-02;2018-07-02 09:37:39;2626;2389;True;True;973045;19;True;True
130068;True;44;2018-07-02;2018-07-02 09:37:39;2626;2389;True;True;973045;19;True;True
131273;False;54;2018-07-19;2018-07-19 07:48:27;2872;230;True;True;340833;15;True;True
131273;False;54;2018-07-19;2018-07-19 07:48:27;2872;230;True;True;340833;15;True;True
129791;True;260;2018-06-28;2018-06-28 00:00:00;3591;817;True;True;88447;605;True;True
129791;True;260;2018-06-28;2018-06-28 00:00:00;3591;817;True;True;88447;605;True;True
133128;True;33;2018-08-17;2018-08-17 08:04:24;3619;697;True;True;1355582;0;False;True
133128;True;33;2018-08-17;2018-08-17 08:04:24;3619;697;True;True;1355582;0;False;True
129919;True;249;2018-06-29;2018-06-29 02:58:38;3687;451;True;True;148688;29;True;True
129919;True;249;2018-06-29;2018-06-29 02:58:38;3687;451;True;True;148688;29;True;True
131700;False;25;2018-07-26;2018-07-26 00:16:38;4152;1401;True;True;1177624;64;True;True
131700;False;25;2018-07-26;2018-07-26 00:16:38;4152;1401;True;True;1177624;64;True;True
156667;True;637;2019-05-28;2019-05-28 00:14:00;4152;1401;True;True;1762039;11;True;False
156667;True;637;2019-05-28;2019-05-28 00:14:00;4152;1401;True;True;1762039;11;True;False
128204;True;128;2018-10-05;2018-10-05 00:01:00;4223;580;True;True;78526;173;True;False
128204;True;128;2018-10-05;2018-10-05 00:01:00;4223;580;True;True;78526;173;True;False
133193;True;415;2018-08-20;2018-08-20 00:10:00;4248;5168;True;True;1394191;9;True;True
133193;True;415;2018-08-20;2018-08-20 00:10:00;4248;5168;True;True;1394191;9;True;True
132290;True;65;2018-08-04;2018-08-04 00:00:00;4316;815;True;True;125082;8;True;True
132290;True;65;2018-08-04;2018-08-04 00:00:00;4316;815;True;True;125082;8;True;True
135952;False;6;2018-09-28;2018-09-28 02:02:04;4324;1441;True;True;63535;52;True;True
135952;False;6;2018-09-28;2018-09-28 02:02:04;4324;1441;True;True;63535;52;True;True
132685;True;325;2018-08-14;2018-08-14 00:01:00;4518;206;True;True;616237;981;True;True
132685;True;325;2018-08-14;2018-08-14 00:01:00;4518;206;True;True;616237;981;True;True
157127;True;602;2019-06-01;2019-06-01 00:00:00;4823;874;True;True;777048;23;False;False
157127;True;602;2019-06-01;2019-06-01 00:00:00;4823;874;True;True;777048;23;False;False
135569;False;2;2018-09-24;2018-09-24 12:57:35;4875;47;True;False;456142;1737;True;True
135569;False;2;2018-09-24;2018-09-24 12:57:35;4875;47;True;False;456142;1737;True;True
130544;True;207;2018-07-10;2018-07-10 02:52:00;5121;593;True;True;1304853;3;True;True
130544;True;207;2018-07-10;2018-07-10 02:52:00;5121;593;True;True;1304853;3;True;True
143228;True;565;2019-01-22;2019-01-22 01:00:00;5349;1737;True;True;1621166;8;True;True
143228;True;565;2019-01-22;2019-01-22 01:00:00;5349;1737;True;True;1621166;8;True;True
151876;True;368;2019-04-23;2019-04-23 02:00:00;5349;1737;True;True;1793418;1;False;False
151876;True;368;2019-04-23;2019-04-23 02:00:00;5349;1737;True;True;1793418;1;False;False
133019;True;171;2018-08-16;2018-08-16 00:34:13;5537;861;True;True;1379355;38;True;True
133019;True;171;2018-08-16;2018-08-16 00:34:13;5537;861;True;True;1379355;38;True;True
122220;True;2957;2018-08-13;2018-03-14 00:01:00;6674;117;True;True;187596;16;True;True
122220;True;2957;2018-08-13;2018-03-14 00:01:00;6674;117;True;True;187596;16;True;True
136757;True;2139;2018-10-10;2018-10-10 06:56:26;6732;608;True;True;110213;283;True;True
136757;True;2139;2018-10-10;2018-10-10 06:56:26;6732;608;True;True;110213;283;True;True
130355;True;73;2018-07-06;2018-07-06 05:28:45;7071;856;True;True;1016159;25;True;False
130355;True;73;2018-07-06;2018-07-06 05:28:45;7071;856;True;True;1016159;25;True;False
130276;True;41;2018-07-05;2018-07-05 02:03:53;7293;3807;True;True;550080;55;True;True
130276;True;41;2018-07-05;2018-07-05 02:03:53;7293;3807;True;True;550080;55;True;True
132470;True;585;2018-08-07;2018-08-07 00:28:36;7293;3807;True;True;35368;93;True;False
132470;True;585;2018-08-07;2018-08-07 00:28:36;7293;3807;True;True;35368;93;True;False
135750;True;517;2018-09-26;2018-09-26 03:56:56;7293;3807;True;True;1587;1084;True;True
135750;True;517;2018-09-26;2018-09-26 03:56:56;7293;3807;True;True;1587;1084;True;True
131824;False;757;2018-07-27;2018-07-27 09:25:44;7637;45;True;True;1359160;29;False;False
131824;False;757;2018-07-27;2018-07-27 09:25:44;7637;45;True;True;1359160;29;False;False
133727;True;49;2018-08-27;2018-08-28 00:00:00;7637;45;True;True;1401561;6;False;False
133727;True;49;2018-08-27;2018-08-28 00:00:00;7637;45;True;True;1401561;6;False;False
137606;True;781;2018-10-23;2018-10-23 00:09:26;7857;803;True;True;46949;307;True;True
137606;True;781;2018-10-23;2018-10-23 00:09:26;7857;803;True;True;46949;307;True;True
141708;True;142;2018-12-22;2018-12-22 00:00:00;7911;8073;True;True;496556;15;True;True
141708;True;142;2018-12-22;2018-12-22 00:00:00;7911;8073;True;True;496556;15;True;True
130044;True;93;2018-07-02;2018-07-02 06:48:01;8171;716;True;True;150891;1105;True;True
